Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills
25,Female,Tier 3,Information Technology,7.68,175,3,2,11,55
18,Male,Tier 3,AI/ML,7.68,382,2,1,10,99
24,Other,Tier 3,Computer Science,6.09,223,1,2,5,77
20,Male,Tier 2,Mechanical,7.51,134,4,0,12,45
22,Male,Tier 2,Information Technology,8.63,380,2,7,11,95
20,Other,Tier 3,Civil,6.37,0,2,0,12,99
21,Other,Tier 3,Civil,8.43,486,2,1,12,90
19,Male,Tier 3,Electronics,7.14,116,0,6,6,43
25,Male,Tier 1,Information Technology,6.96,236,0,8,5,71
22,Female,Tier 1,Electronics,7.91,399,0,8,1,52
25,Other,Tier 3,AI/ML,6.23,369,3,6,10,71
24,Male,Tier 2,Information Technology,7.93,290,1,10,5,62
18,Male,Tier 3,Computer Science,7.15,197,0,0,2,72
20,Other,Tier 3,Mechanical,8.35,280,1,4,11,50
25,Male,Tier 2,Information Technology,8.08,314,3,1,11,69
25,Female,Tier 3,Civil,6.58,310,3,1,7,94
20,Other,Tier 3,Computer Science,9.29,225,2,9,8,49
24,Female,Tier 1,AI/ML,8.5,340,1,6,5,74
24,Other,Tier 3,Mechanical,8.26,233,3,8,10,92
20,Male,Tier 1,Information Technology,7.36,303,3,0,11,42
25,Other,Tier 3,Civil,6.63,322,0,5,12,100
20,Other,Tier 2,AI/ML,7.69,309,1,10,12,41
24,Male,Tier 2,Data Science,7.06,103,1,9,7,69
23,Other,Tier 3,Information Technology,6.32,315,2,1,5,68
23,Male,Tier 2,Electronics,7.66,102,2,6,5,95
24,Male,Tier 1,Computer Science,7.57,362,3,1,2,92
20,Other,Tier 2,Mechanical,9.4,332,3,10,2,40
22,Female,Tier 2,Data Science,7.19,329,1,10,6,51
21,Other,Tier 3,Electronics,5.39,293,3,6,2,61
19,Male,Tier 1,Computer Science,7.83,53,2,9,1,63
20,Other,Tier 3,Data Science,6.18,109,4,7,7,86
24,Female,Tier 2,Civil,6.21,66,1,8,5,79
23,Male,Tier 3,Electronics,7.86,387,1,6,3,73
25,Other,Tier 2,Mechanical,7.47,439,3,9,3,71
23,Male,Tier 2,Civil,6.67,327,3,7,8,63
20,Male,Tier 3,Computer Science,7.32,359,0,4,1,89
25,Other,Tier 2,Electronics,7.83,539,1,0,9,84
25,Female,Tier 1,Information Technology,7.43,191,2,4,5,84
21,Female,Tier 2,Mechanical,7.43,20,0,3,3,98
22,Female,Tier 2,AI/ML,8.45,124,2,4,4,91
20,Female,Tier 3,Data Science,8.38,121,3,6,2,43
25,Male,Tier 3,Data Science,7.14,218,0,8,6,40
21,Other,Tier 3,Mechanical,7.18,340,1,5,7,87
22,Male,Tier 2,Civil,7.74,0,2,2,4,46
24,Female,Tier 3,Civil,7.76,0,0,9,6,96
24,Female,Tier 1,Computer Science,7.98,535,1,3,4,67
23,Male,Tier 1,Civil,8.57,225,0,0,3,76
22,Male,Tier 2,Data Science,6.09,402,2,7,4,94
18,Male,Tier 3,Mechanical,7.97,344,0,8,8,100
23,Female,Tier 2,Information Technology,6.6,401,1,4,12,79
20,Other,Tier 2,Civil,5.21,307,0,7,7,40
23,Male,Tier 3,Electronics,6.29,337,2,4,8,50
22,Female,Tier 3,Electronics,8.16,525,2,3,10,81
19,Other,Tier 3,Computer Science,4.89,298,3,5,7,91
22,Other,Tier 2,Computer Science,7.85,394,2,9,8,55
21,Male,Tier 2,Civil,8.61,210,1,2,5,45
19,Other,Tier 2,Civil,6.87,5,3,0,4,48
22,Male,Tier 1,AI/ML,5.92,112,3,7,11,70
20,Female,Tier 3,Information Technology,8.27,176,0,7,2,46
19,Female,Tier 3,Information Technology,5.91,539,2,9,3,53
23,Male,Tier 2,Civil,7.81,129,2,5,2,97
21,Female,Tier 2,Information Technology,5.92,78,1,7,1,44
24,Male,Tier 2,Electronics,6.91,743,0,5,6,92
22,Female,Tier 2,Information Technology,6.84,230,1,9,5,83
24,Female,Tier 3,Data Science,6.86,187,0,4,10,46
19,Female,Tier 1,Computer Science,8.68,410,1,5,7,88
25,Male,Tier 3,AI/ML,7.48,312,2,3,6,49
25,Female,Tier 3,Electronics,6.86,54,0,10,11,56
24,Female,Tier 3,Mechanical,4.5,487,0,6,12,54
20,Female,Tier 3,AI/ML,8.36,391,2,3,1,71
25,Male,Tier 2,Mechanical,7.51,344,3,7,3,56
22,Male,Tier 3,Information Technology,7.36,248,1,7,12,79
20,Female,Tier 3,Civil,6.57,283,0,1,1,44
23,Female,Tier 3,Civil,5.98,223,2,4,8,55
19,Female,Tier 3,Mechanical,5.8,365,2,3,10,91
18,Female,Tier 3,Information Technology,7.29,286,1,1,5,59
19,Female,Tier 2,Computer Science,7.06,251,1,6,10,58
21,Male,Tier 3,Civil,8.01,262,3,8,10,84
19,Female,Tier 3,AI/ML,7.82,459,2,2,12,47
19,Female,Tier 2,Information Technology,6.33,334,1,0,7,48
22,Female,Tier 2,Computer Science,6.14,215,1,0,7,96
18,Female,Tier 3,AI/ML,7.46,167,2,0,12,96
22,Female,Tier 3,Mechanical,8.75,18,4,9,4,59
19,Male,Tier 3,Civil,7.0,424,1,7,2,74
19,Male,Tier 2,Computer Science,6.03,304,3,6,10,94
22,Female,Tier 1,AI/ML,6.97,444,1,3,9,47
22,Male,Tier 2,Electronics,8.65,417,1,7,2,50
25,Other,Tier 3,Electronics,7.72,111,1,0,10,81
18,Male,Tier 2,Computer Science,7.42,439,3,2,3,53
20,Other,Tier 1,Mechanical,8.51,123,0,2,5,47
25,Male,Tier 2,Computer Science,6.83,318,0,7,12,59
22,Female,Tier 1,Electronics,6.92,219,2,0,10,92
24,Female,Tier 3,Civil,8.65,325,1,8,9,81
21,Female,Tier 3,Civil,6.81,322,3,8,5,70
23,Male,Tier 1,AI/ML,8.01,361,1,2,11,74
21,Female,Tier 2,Mechanical,7.16,390,2,10,4,41
22,Female,Tier 1,Data Science,5.79,413,0,10,3,86
19,Female,Tier 3,Computer Science,6.59,312,0,4,3,100
20,Other,Tier 2,Computer Science,7.0,215,2,10,1,89
25,Other,Tier 2,Electronics,6.54,257,2,9,9,90
19,Male,Tier 3,Civil,8.61,286,0,6,6,71
25,Female,Tier 3,Data Science,6.92,453,1,6,7,48
25,Male,Tier 1,Electronics,6.99,151,0,1,10,65
20,Female,Tier 2,Mechanical,8.54,73,2,1,2,58
18,Male,Tier 3,AI/ML,7.75,200,1,2,9,58
25,Other,Tier 2,Data Science,6.0,412,0,1,5,42
24,Female,Tier 3,Mechanical,5.94,169,2,9,8,77
19,Other,Tier 1,Mechanical,7.18,463,2,2,1,96
21,Other,Tier 3,Electronics,5.92,210,0,5,10,62
25,Female,Tier 2,AI/ML,8.59,55,2,0,10,91
21,Other,Tier 3,Data Science,6.64,132,0,6,3,81
20,Male,Tier 2,Civil,6.06,294,4,9,3,71
18,Male,Tier 2,Civil,8.29,127,1,6,12,89
24,Other,Tier 2,Data Science,6.82,220,0,9,11,94
19,Male,Tier 1,Data Science,6.41,354,2,2,11,93
22,Female,Tier 1,Information Technology,6.89,201,2,4,5,45
19,Male,Tier 3,Data Science,5.94,74,1,1,4,75
20,Female,Tier 2,Computer Science,4.9,406,3,2,7,48
24,Female,Tier 2,Computer Science,7.75,576,2,9,11,78
19,Male,Tier 2,Civil,8.43,77,0,2,1,42
22,Female,Tier 1,AI/ML,6.47,0,1,8,8,53
24,Other,Tier 3,AI/ML,6.03,175,0,4,3,77
24,Female,Tier 3,Information Technology,8.3,279,0,3,12,83
23,Female,Tier 2,Information Technology,6.66,418,1,6,6,71
23,Male,Tier 2,Data Science,6.73,181,2,9,7,95
23,Other,Tier 1,Computer Science,7.33,516,3,4,9,77
22,Female,Tier 2,Civil,5.99,477,2,8,1,40
22,Female,Tier 1,Civil,6.72,398,1,6,5,76
19,Female,Tier 2,Civil,7.52,284,1,0,7,67
20,Female,Tier 1,Civil,6.72,141,3,2,6,70
22,Other,Tier 3,Civil,7.32,377,0,3,10,52
21,Male,Tier 2,Information Technology,7.53,98,2,2,11,40
22,Female,Tier 2,Data Science,7.07,233,2,10,1,62
24,Male,Tier 3,AI/ML,7.32,525,3,7,1,56
24,Male,Tier 1,AI/ML,7.88,33,3,5,11,79
22,Female,Tier 3,Electronics,8.71,270,4,10,5,74
22,Other,Tier 3,AI/ML,7.67,419,1,7,2,49
19,Female,Tier 2,Computer Science,8.71,372,4,9,3,51
22,Male,Tier 1,Civil,8.39,572,0,1,1,92
18,Male,Tier 2,Electronics,5.25,379,3,5,5,98
20,Female,Tier 3,AI/ML,6.06,345,0,7,6,42
24,Male,Tier 3,AI/ML,7.48,448,2,2,4,69
20,Female,Tier 3,Information Technology,7.71,246,1,0,11,60
19,Female,Tier 2,Civil,6.32,302,1,2,12,100
20,Female,Tier 1,Electronics,7.48,97,0,10,9,57
25,Male,Tier 2,Computer Science,7.44,289,3,5,3,70
21,Male,Tier 3,AI/ML,6.84,0,2,6,12,76
25,Other,Tier 2,Information Technology,7.96,167,2,9,9,79
22,Female,Tier 2,Electronics,6.76,171,2,7,2,100
24,Other,Tier 3,AI/ML,5.09,466,2,5,11,83
18,Other,Tier 3,Civil,7.19,264,0,6,7,45
22,Male,Tier 2,AI/ML,7.4,282,2,3,7,66
24,Other,Tier 3,Information Technology,4.5,354,3,3,8,72
19,Female,Tier 1,Electronics,8.14,392,2,4,11,55
19,Other,Tier 3,Computer Science,7.54,459,1,10,1,82
23,Male,Tier 2,AI/ML,9.18,441,0,4,7,88
18,Other,Tier 2,Electronics,7.39,368,2,6,6,41
19,Other,Tier 3,AI/ML,7.32,377,3,4,9,99
24,Male,Tier 1,Information Technology,8.42,0,0,5,6,42
22,Female,Tier 3,Information Technology,7.74,104,2,0,9,79
18,Female,Tier 2,Information Technology,8.17,113,2,9,3,57
22,Female,Tier 2,Mechanical,7.53,317,2,7,8,58
20,Other,Tier 3,Computer Science,7.37,216,0,6,8,83
24,Other,Tier 2,Civil,5.51,220,1,5,10,63
24,Female,Tier 3,Electronics,7.17,429,2,9,3,48
18,Female,Tier 3,Data Science,6.49,253,3,4,2,40
23,Other,Tier 2,Data Science,8.2,229,0,10,1,80
24,Male,Tier 1,Data Science,7.37,96,3,7,8,80
21,Female,Tier 3,Mechanical,7.6,323,3,3,10,59
25,Female,Tier 2,Mechanical,8.1,578,0,8,11,96
20,Male,Tier 2,Information Technology,7.4,103,1,8,1,71
22,Other,Tier 3,AI/ML,6.67,245,0,4,4,69
18,Female,Tier 2,Computer Science,6.28,205,1,9,12,46
20,Other,Tier 3,Electronics,7.96,245,3,3,9,82
21,Female,Tier 3,Electronics,7.09,301,0,3,2,98
25,Male,Tier 2,Computer Science,7.26,127,2,5,11,97
20,Female,Tier 2,Information Technology,8.05,412,0,5,9,72
18,Male,Tier 3,Civil,6.04,93,2,3,11,87
21,Male,Tier 2,AI/ML,4.56,288,2,9,12,74
19,Male,Tier 3,Civil,5.31,45,0,10,9,42
25,Other,Tier 3,Computer Science,7.7,271,2,6,11,95
23,Female,Tier 3,Information Technology,7.47,326,3,9,3,60
23,Other,Tier 3,AI/ML,8.46,386,1,4,5,85
19,Other,Tier 3,Information Technology,6.16,71,2,3,10,90
19,Male,Tier 3,Information Technology,7.66,90,2,2,1,50
19,Other,Tier 1,Electronics,7.92,225,0,8,9,61
25,Male,Tier 3,Civil,8.22,298,2,9,2,40
19,Female,Tier 2,AI/ML,5.98,233,0,0,4,75
22,Other,Tier 3,Computer Science,7.41,505,1,0,12,77
25,Male,Tier 1,Electronics,7.79,260,1,2,7,86
20,Other,Tier 3,Civil,6.96,65,1,10,10,71
19,Male,Tier 2,Electronics,7.41,219,1,7,11,66
21,Other,Tier 2,Electronics,8.4,168,2,4,5,99
18,Female,Tier 3,AI/ML,7.75,266,3,10,9,74
20,Female,Tier 3,Information Technology,7.14,141,1,0,7,95
21,Other,Tier 2,Civil,6.15,464,0,1,10,78
25,Other,Tier 3,AI/ML,8.75,517,2,0,7,53
22,Female,Tier 1,Electronics,6.46,103,0,0,6,82
18,Female,Tier 3,Data Science,7.63,56,2,6,4,60
21,Other,Tier 1,AI/ML,7.08,309,1,10,4,93
23,Other,Tier 1,Data Science,7.65,471,0,1,8,70
23,Other,Tier 1,Information Technology,6.56,219,1,4,1,61
18,Male,Tier 2,AI/ML,7.41,406,2,1,5,72
19,Female,Tier 2,Computer Science,7.9,311,0,8,8,62
23,Male,Tier 2,AI/ML,8.02,303,2,3,7,56
24,Male,Tier 3,Computer Science,7.88,377,2,8,2,90
21,Male,Tier 2,Computer Science,6.8,435,4,0,7,95
21,Male,Tier 3,Computer Science,5.68,246,0,5,12,54
20,Other,Tier 3,AI/ML,7.52,237,3,4,6,46
19,Male,Tier 3,Computer Science,6.32,271,1,5,5,44
24,Male,Tier 1,Information Technology,6.09,272,2,4,3,60
23,Male,Tier 3,AI/ML,7.35,431,2,10,3,80
21,Female,Tier 1,Computer Science,8.48,123,3,6,1,73
22,Male,Tier 3,Data Science,8.22,189,2,2,8,96
25,Male,Tier 3,Information Technology,7.57,567,1,0,11,40
23,Other,Tier 1,Electronics,8.3,479,3,3,5,41
25,Female,Tier 3,Data Science,6.81,297,0,0,7,77
20,Male,Tier 2,Information Technology,8.4,224,2,7,2,56
18,Female,Tier 2,Mechanical,7.84,463,2,8,4,85
19,Other,Tier 2,Mechanical,7.85,380,3,10,1,48
22,Other,Tier 1,AI/ML,7.36,90,1,4,5,77
20,Female,Tier 2,Electronics,7.28,150,2,6,4,77
18,Other,Tier 3,Electronics,7.74,93,4,6,12,70
22,Female,Tier 2,Civil,7.24,162,0,3,3,53
25,Male,Tier 3,Civil,7.26,238,2,6,8,87
23,Other,Tier 3,Information Technology,8.57,198,3,1,4,63
21,Male,Tier 3,Civil,10.0,213,2,1,1,61
25,Female,Tier 1,Data Science,7.77,505,2,4,5,100
18,Other,Tier 3,Information Technology,6.53,269,1,2,12,63
22,Other,Tier 3,Electronics,7.51,149,1,3,1,75
22,Male,Tier 3,Electronics,7.64,77,0,9,7,92
25,Other,Tier 3,AI/ML,6.63,72,1,3,4,70
19,Male,Tier 1,Information Technology,8.2,71,1,10,11,50
25,Female,Tier 2,Data Science,7.22,384,1,7,10,99
19,Female,Tier 3,Data Science,6.2,274,1,4,4,71
18,Female,Tier 3,Information Technology,6.5,259,3,10,5,80
24,Other,Tier 2,Civil,4.74,541,0,9,3,72
21,Other,Tier 2,Information Technology,9.38,596,0,10,8,61
24,Female,Tier 3,AI/ML,6.58,245,3,7,3,75
24,Female,Tier 1,Information Technology,6.36,457,2,2,1,50
23,Male,Tier 3,Data Science,5.89,194,3,9,8,64
20,Other,Tier 2,Computer Science,6.71,270,0,4,7,63
18,Female,Tier 3,AI/ML,6.73,201,2,9,10,87
25,Female,Tier 3,Computer Science,6.8,0,2,8,4,83
21,Male,Tier 1,Data Science,7.03,231,1,4,10,48
20,Male,Tier 3,Electronics,7.63,571,4,9,9,89
23,Male,Tier 2,Mechanical,7.15,163,2,8,1,88
22,Female,Tier 3,AI/ML,8.09,362,1,9,9,54
24,Male,Tier 3,Electronics,7.49,320,0,4,7,85
25,Male,Tier 3,Computer Science,8.37,229,1,8,1,42
20,Female,Tier 1,AI/ML,7.71,8,1,2,10,80
25,Female,Tier 3,Civil,7.54,336,2,1,10,88
21,Other,Tier 2,Electronics,7.42,45,1,9,6,72
20,Male,Tier 2,Computer Science,7.23,92,0,3,8,66
20,Other,Tier 3,AI/ML,7.62,562,1,0,12,67
19,Female,Tier 3,Data Science,7.96,276,3,4,12,51
23,Male,Tier 1,Electronics,8.92,163,1,9,4,74
19,Male,Tier 2,Information Technology,5.05,8,1,4,1,72
23,Male,Tier 3,Mechanical,6.86,393,2,4,8,83
19,Female,Tier 2,Electronics,7.24,405,0,4,8,73
21,Female,Tier 2,Mechanical,7.44,378,2,5,10,69
20,Male,Tier 3,Mechanical,6.83,328,0,3,7,78
23,Other,Tier 3,Electronics,6.69,310,1,2,12,84
22,Other,Tier 3,Mechanical,6.99,191,3,0,6,70
25,Male,Tier 3,Data Science,7.36,312,0,5,10,60
21,Other,Tier 3,AI/ML,6.53,173,1,5,6,70
19,Male,Tier 1,Data Science,8.22,532,1,10,9,60
18,Female,Tier 3,AI/ML,6.92,370,1,10,3,51
19,Male,Tier 2,Computer Science,7.51,156,0,4,10,63
21,Female,Tier 2,Computer Science,8.08,556,0,10,6,93
22,Male,Tier 2,Mechanical,5.91,354,0,2,7,65
22,Female,Tier 2,Electronics,6.32,402,0,10,7,62
23,Other,Tier 2,Information Technology,7.32,95,1,8,4,57
21,Other,Tier 3,Electronics,5.49,294,2,2,2,54
19,Other,Tier 2,Data Science,5.45,273,1,5,5,46
23,Male,Tier 2,Civil,7.32,122,2,2,1,97
19,Other,Tier 3,Mechanical,5.81,222,2,1,3,42
21,Male,Tier 3,Data Science,7.28,413,0,10,5,60
24,Male,Tier 1,Electronics,8.1,322,2,6,8,41
24,Female,Tier 3,AI/ML,7.5,185,1,7,9,74
18,Other,Tier 2,Computer Science,7.06,35,2,8,5,77
18,Female,Tier 3,Civil,7.34,34,0,10,3,47
24,Male,Tier 2,Civil,6.05,95,1,4,2,98
18,Other,Tier 2,Computer Science,8.78,529,0,2,11,55
21,Female,Tier 1,Electronics,7.73,0,0,9,2,90
23,Male,Tier 3,Data Science,7.5,294,1,7,6,75
21,Male,Tier 3,Civil,7.36,480,0,2,6,88
25,Female,Tier 2,Mechanical,9.2,146,0,4,6,77
23,Other,Tier 1,Mechanical,7.78,172,0,8,10,75
19,Male,Tier 1,Civil,6.92,100,2,1,4,94
21,Other,Tier 3,Electronics,8.15,170,1,2,3,47
19,Other,Tier 3,Information Technology,6.85,320,4,3,5,47
19,Other,Tier 2,Computer Science,7.63,238,1,4,9,63
18,Male,Tier 3,Electronics,8.35,634,1,4,11,49
18,Male,Tier 1,Civil,6.0,76,0,4,8,88
19,Male,Tier 2,Mechanical,6.38,254,1,2,9,100
19,Other,Tier 3,Mechanical,6.32,17,1,5,3,43
21,Female,Tier 3,Mechanical,5.0,42,1,9,7,88
24,Female,Tier 2,AI/ML,6.92,207,0,5,5,62
24,Female,Tier 1,Computer Science,8.74,154,1,7,3,95
22,Male,Tier 3,Data Science,7.73,278,2,2,3,47
25,Other,Tier 3,Computer Science,8.22,93,1,9,7,67
19,Female,Tier 1,Computer Science,7.46,0,3,1,4,55
20,Female,Tier 2,Computer Science,6.28,358,0,5,9,93
21,Male,Tier 3,Mechanical,7.11,275,1,1,9,100
24,Male,Tier 2,Mechanical,8.04,194,0,4,7,52
22,Female,Tier 1,Mechanical,8.36,0,0,0,7,65
19,Female,Tier 3,AI/ML,6.52,303,1,3,12,79
22,Other,Tier 2,Civil,9.12,389,1,10,11,58
21,Other,Tier 1,Information Technology,5.84,318,3,5,2,82
21,Other,Tier 3,Data Science,6.17,514,1,8,3,50
22,Female,Tier 2,Information Technology,8.12,258,2,3,3,91
23,Female,Tier 1,Data Science,6.61,353,2,4,9,59
19,Other,Tier 1,AI/ML,8.24,188,1,1,4,71
18,Male,Tier 2,Information Technology,8.95,297,0,4,9,45
21,Other,Tier 2,Civil,7.13,352,0,10,9,83
22,Other,Tier 3,Computer Science,8.17,157,1,2,4,93
25,Male,Tier 2,Electronics,6.3,326,3,2,10,66
23,Male,Tier 3,Data Science,6.62,0,1,7,10,73
21,Male,Tier 3,Mechanical,6.36,246,1,10,9,99
21,Other,Tier 2,Civil,7.27,76,1,4,10,41
21,Female,Tier 3,Computer Science,7.22,329,0,3,7,72
25,Female,Tier 2,Mechanical,5.57,254,0,3,12,52
22,Female,Tier 2,Mechanical,7.14,293,0,3,2,99
20,Female,Tier 1,Mechanical,6.82,223,1,4,5,92
25,Female,Tier 2,Mechanical,7.74,319,2,4,1,67
25,Female,Tier 3,Computer Science,6.11,405,1,7,12,83
20,Female,Tier 3,AI/ML,5.54,208,2,7,10,70
18,Female,Tier 1,Data Science,6.49,0,0,0,6,100
20,Male,Tier 3,Mechanical,6.44,178,2,3,5,51
24,Male,Tier 2,AI/ML,8.91,133,1,0,6,92
24,Male,Tier 1,Civil,7.14,207,0,6,7,88
21,Female,Tier 3,Civil,6.48,405,1,6,4,76
24,Other,Tier 3,Electronics,6.71,40,2,9,1,58
21,Male,Tier 2,Electronics,6.83,366,1,2,3,75
18,Female,Tier 1,Mechanical,7.23,279,1,9,4,59
20,Other,Tier 3,Civil,6.52,67,0,4,12,96
22,Male,Tier 1,Mechanical,7.95,22,2,8,1,80
19,Male,Tier 3,Information Technology,7.71,351,0,4,5,87
18,Other,Tier 2,Information Technology,4.52,496,2,0,10,90
20,Female,Tier 2,Data Science,7.72,187,3,3,8,54
21,Female,Tier 3,Computer Science,6.67,278,4,5,6,98
19,Male,Tier 2,Mechanical,4.65,471,0,3,7,80
22,Other,Tier 2,Mechanical,6.6,203,4,10,7,68
25,Male,Tier 2,Information Technology,7.61,35,2,8,2,43
20,Female,Tier 3,Mechanical,7.49,62,1,7,8,67
23,Other,Tier 2,Computer Science,6.44,161,2,7,3,50
22,Other,Tier 3,Mechanical,7.76,515,2,3,10,84
25,Male,Tier 3,Electronics,5.59,453,1,10,3,73
24,Other,Tier 1,Mechanical,8.83,260,4,5,4,54
22,Male,Tier 1,Civil,5.53,119,3,1,1,62
20,Other,Tier 2,Electronics,6.84,212,2,3,11,93
19,Male,Tier 2,Data Science,6.48,297,2,3,7,63
22,Female,Tier 3,Information Technology,8.25,395,0,4,3,63
25,Female,Tier 2,Civil,7.36,164,2,4,7,69
22,Other,Tier 2,Mechanical,6.76,375,4,9,6,76
23,Female,Tier 1,Mechanical,6.8,245,1,5,7,44
24,Other,Tier 2,Computer Science,6.27,358,0,4,1,74
23,Female,Tier 3,Civil,6.56,291,0,7,2,95
20,Male,Tier 3,Mechanical,7.18,216,0,8,9,55
21,Female,Tier 3,Mechanical,8.86,461,1,10,1,43
18,Female,Tier 3,Electronics,7.57,331,4,9,3,80
19,Male,Tier 2,AI/ML,7.52,440,1,2,5,71
20,Other,Tier 2,AI/ML,7.86,194,1,6,7,60
24,Female,Tier 3,Data Science,6.7,41,3,5,12,61
18,Other,Tier 2,Information Technology,6.67,172,0,2,9,61
22,Other,Tier 1,Data Science,6.49,160,0,9,4,45
22,Other,Tier 2,Data Science,6.34,367,1,5,6,75
23,Other,Tier 3,Mechanical,10.0,47,0,10,1,98
23,Female,Tier 2,Computer Science,7.57,227,0,3,10,89
19,Female,Tier 2,AI/ML,6.33,576,0,6,4,63
20,Male,Tier 3,Mechanical,8.53,256,1,4,12,69
21,Male,Tier 2,Civil,6.48,225,1,9,7,56
21,Female,Tier 3,Mechanical,7.81,304,1,8,9,64
23,Other,Tier 2,Data Science,6.86,192,4,1,3,63
21,Female,Tier 2,Data Science,8.3,137,3,8,8,53
20,Female,Tier 3,Civil,7.54,356,0,6,5,50
19,Other,Tier 1,Electronics,6.89,250,1,4,4,48
25,Female,Tier 2,Electronics,7.38,90,1,0,5,78
21,Female,Tier 2,Data Science,7.41,434,1,8,8,89
21,Other,Tier 3,Data Science,7.01,5,3,6,4,91
21,Other,Tier 3,Civil,6.79,165,0,9,8,52
18,Male,Tier 3,Mechanical,6.13,249,1,4,8,50
21,Other,Tier 3,Electronics,5.77,250,1,7,1,99
21,Male,Tier 1,Information Technology,7.85,109,3,10,3,61
25,Female,Tier 2,Civil,6.38,83,0,3,9,53
18,Other,Tier 3,Information Technology,6.24,266,0,0,9,97
23,Male,Tier 3,Data Science,8.25,271,0,5,11,43
25,Other,Tier 3,Electronics,6.48,234,2,3,6,90
20,Other,Tier 1,Information Technology,6.34,465,1,1,12,83
21,Other,Tier 3,AI/ML,7.73,0,1,5,12,62
22,Other,Tier 3,Computer Science,6.82,166,1,9,11,95
20,Other,Tier 3,Civil,7.64,352,0,5,1,50
18,Female,Tier 2,AI/ML,5.47,449,2,5,10,79
18,Male,Tier 1,Civil,8.51,356,1,1,3,77
18,Other,Tier 3,Information Technology,8.03,197,1,0,4,84
21,Male,Tier 3,Civil,5.91,525,1,1,2,77
23,Other,Tier 3,Civil,6.1,429,3,2,7,63
23,Male,Tier 2,Electronics,7.65,0,3,5,6,69
22,Female,Tier 1,Information Technology,8.14,277,2,10,5,99
19,Male,Tier 3,Mechanical,7.54,63,0,0,10,96
24,Female,Tier 3,Civil,7.58,148,2,8,1,80
21,Other,Tier 2,Civil,8.29,0,1,10,10,40
20,Male,Tier 3,Mechanical,7.28,267,3,6,7,74
19,Female,Tier 3,Computer Science,8.3,147,1,10,5,99
22,Female,Tier 1,AI/ML,8.03,106,2,6,3,41
19,Other,Tier 3,Computer Science,7.76,191,3,8,1,85
18,Female,Tier 2,Electronics,7.81,243,1,3,5,57
22,Male,Tier 1,Computer Science,8.08,154,4,5,5,92
20,Female,Tier 3,AI/ML,7.96,242,3,4,9,51
20,Female,Tier 3,Data Science,8.01,321,1,9,2,62
25,Female,Tier 1,Mechanical,7.51,331,1,3,4,48
19,Female,Tier 3,Data Science,7.24,582,1,1,5,59
20,Male,Tier 2,Computer Science,6.29,575,2,8,4,77
23,Female,Tier 2,Electronics,7.41,290,1,10,9,70
19,Female,Tier 3,Electronics,6.8,201,2,8,3,90
23,Male,Tier 2,Information Technology,5.88,256,0,8,1,100
19,Male,Tier 2,Information Technology,7.32,486,2,6,11,100
20,Other,Tier 2,Computer Science,5.16,288,3,4,8,96
24,Other,Tier 1,Data Science,6.3,229,1,7,1,47
21,Other,Tier 1,Mechanical,6.62,226,0,9,11,95
24,Male,Tier 3,AI/ML,6.58,299,4,9,6,55
20,Female,Tier 3,Computer Science,7.35,358,1,9,7,89
25,Other,Tier 1,Computer Science,8.46,251,2,2,6,61
24,Other,Tier 2,Electronics,7.1,26,0,1,9,61
18,Male,Tier 2,Information Technology,7.33,453,1,9,7,89
23,Female,Tier 3,Computer Science,6.13,572,2,9,2,82
24,Other,Tier 3,Information Technology,6.6,247,3,1,7,40
18,Other,Tier 1,Information Technology,7.54,447,0,4,11,82
18,Female,Tier 1,AI/ML,6.17,184,2,7,4,49
18,Male,Tier 2,Mechanical,8.2,238,3,9,6,47
25,Female,Tier 3,Computer Science,6.91,213,2,0,5,78
23,Other,Tier 3,Data Science,7.83,351,2,1,4,69
20,Male,Tier 3,Computer Science,8.34,559,1,9,10,97
23,Female,Tier 1,Information Technology,8.99,137,2,4,8,70
18,Female,Tier 2,AI/ML,8.35,212,0,7,4,65
24,Male,Tier 3,Computer Science,6.35,74,0,8,4,66
25,Male,Tier 3,Electronics,5.22,390,0,10,4,50
23,Other,Tier 1,Civil,7.19,373,3,0,5,58
18,Other,Tier 3,AI/ML,7.2,255,3,10,5,96
24,Other,Tier 3,AI/ML,5.69,138,2,3,2,83
24,Female,Tier 3,Electronics,6.9,156,0,0,12,74
22,Male,Tier 3,Civil,6.79,434,0,6,12,40
20,Female,Tier 2,Electronics,6.99,319,2,7,11,78
20,Other,Tier 2,Mechanical,7.38,74,0,8,4,85
19,Female,Tier 3,Data Science,6.65,326,1,8,8,98
23,Other,Tier 1,Information Technology,6.48,484,4,0,11,76
22,Male,Tier 1,Civil,6.39,331,2,4,11,63
19,Other,Tier 1,Data Science,7.48,71,3,6,2,55
23,Female,Tier 2,Data Science,6.26,443,2,6,8,44
21,Female,Tier 1,Computer Science,6.53,355,0,3,9,99
22,Other,Tier 3,Computer Science,7.83,121,2,8,6,100
18,Other,Tier 2,Computer Science,8.81,132,0,7,2,76
22,Other,Tier 1,Civil,5.97,554,0,5,3,79
21,Male,Tier 3,Electronics,7.03,351,0,3,1,43
22,Male,Tier 2,Mechanical,6.49,272,0,0,5,85
21,Male,Tier 3,Data Science,7.42,119,2,5,9,89
20,Male,Tier 3,Data Science,6.04,289,1,3,3,61
